x,y
1,6881
1,1211
1,9451
1,5368
1,5496
1,9953
1,924
1,1531
1,9678
1,937
1,7149
1,4241
1,2472
1,9645
1,4555
1,7701
1,4325
1,679
1,3735
1,3794
1,7498
1,6291
1,6272
1,8781
1,4369
1,5706
1,4469
1,9869
1,331
1,4450
1,3893
1,9958
1,1099
1,6172
1,9143
1,1965
1,5566
1,4617
1,6314
1,3212
1,4017
1,6645
1,7671
1,9593
1,6146
1,6571
1,3831
1,3990
1,3293
1,2626
1,5829
1,5298
1,5526
1,8930
1,7090
1,7289
1,8689
1,5788
1,7728
1,2706
1,2392
1,5323
1,7017
1,6610
1,1876
1,4539
1,7783
1,6769
1,6915
1,1018
1,3937
1,9135
1,5344
1,2793
1,2876
1,1099
1,4126
1,8931
1,1300
1,1224
1,4961
1,7708
1,8090
1,2515
1,5935
1,1442
1,643
1,6437
1,3861
1,7936
1,7242
1,4898
1,1786
1,5992
1,3827
1,895
1,6675
1,8167
1,5839
1,7942
1,4231
1,1798
1,5950
1,600
1,7745
1,1087
1,7728
1,4979
1,1486
1,6941
1,2048
1,3354
1,8541
1,4143
1,7132
1,1148
1,7413
1,1576
1,7867
1,4451
1,4347
1,4706
1,9287
1,3564
1,1602
1,7109
1,2322
1,8155
1,6431
1,970
1,1705
1,3734
1,5811
1,866
1,6990
1,6949
1,2090
1,5007
1,3976
1,426
1,4759
1,749
1,4912
1,5281
1,9209
1,2255
1,5468
1,5536
1,8958
1,9091
1,6951
1,9327
1,3762
1,3897
1,8822
1,282
1,226
1,1149
1,6010
1,1077
1,6834
1,2010
1,8619
1,2750
1,3230
1,5143
1,2565
1,6160
1,2123
1,9483
1,1757
1,7655
1,8947
1,7478
1,8005
1,6350
1,138
1,2901
1,8808
1,6879
1,3957
1,3857
1,7630
1,6575
1,3092
1,6597
1,3109
1,6209
1,1554
1,8567
1,3925
1,6465
1,6037
1,268
1,6584
1,3741
1,3569
1,1650
1,1048
1,6076
1,6476
1,3186
1,7856
1,3802
1,9208
1,6994
1,6924
1,7052
1,2526
1,6544
1,6935
1,4709
1,7382
1,3152
1,7231
1,1039
1,5136
1,9408
1,5735
1,9613
1,5347
1,9575
1,1073
1,5698
1,9222
1,4606
1,5436
1,1342
1,3871
1,358
1,5108
1,9983
1,8572
1,7243
1,938
1,271
1,302
1,130
1,2924
1,353
1,7555
1,6313
1,3548
1,3817
1,448
1,1659
1,1133
1,4922
1,8340
1,4858
1,3119
1,2813
1,925
1,505
1,6006
1,3904
1,7803
1,7383
1,1102
1,7564
1,166
1,5925
1,6560
1,7004
1,5722
1,5299
1,75
1,914
1,9136
1,1644
1,8966
1,6023
1,8787
1,2072
1,534
1,6595
1,3236
1,992
1,5702
1,4796
1,6765
1,6899
1,6305
1,3361
1,7795
1,5767
1,1126
1,9451
1,8404
1,964
1,3080
1,4182
1,5598
1,7663
1,838
1,2585
1,6761
1,1724
1,4664
1,129
1,7636
1,2502
1,600
1,9467
1,2873
1,8742
1,4004
1,5074
1,5624
1,3276
1,1141
1,8708
1,6947
1,1708
1,2853
1,6443
1,806
1,194
1,5924
1,2152
1,3662
1,8448
1,7148
1,5195
1,1435
1,788
1,6110
1,3982
1,9924
1,5243
1,7448
1,1388
1,7085
1,6637
1,2193
1,1128
1,1039
1,4857
1,4249
1,6436
1,6106
1,4071
1,2785
1,385
1,9761
1,312
1,9276
1,9038
1,3031
1,3328
1,2362
1,270
1,2316
1,1580
1,6575
1,3663
1,1393
1,8938
1,4826
1,5161
1,6127
1,2423
1,7232
1,355
1,2070
1,6617
1,5139
1,1879
1,6189
1,7730
1,7878
1,374
1,3971
1,6112
1,7898
1,3982
1,4666
1,5760
1,7836
1,7811
1,2766
1,5429
1,789
1,7402
1,5796
1,8188
1,6312
1,2958
1,9686
1,9843
1,6281
1,467
1,6703
1,4653
1,2015
1,162
1,5802
1,4801
1,2999
1,9109
1,1429
1,6886
1,2772
1,5492
1,2325
1,8240
1,9890
1,8947
1,7685
1,9411
1,8297
1,8111
1,3424
1,7139
1,3325
1,1084
1,2006
1,7770
1,9349
1,2489
1,4754
1,1266
1,9495
1,3289
1,2862
1,8750
1,9501
1,9881
1,6645
1,4741
1,6406
1,228
1,9593
1,4837
1,8060
1,4882
1,9350
1,7246
1,3340
1,6396
1,4405
1,6672
1,8184
1,5950
1,9559
1,7998
1,7832
1,9521
1,3388
1,8874
1,7905
1,4145
1,7277
1,529
1,2616
1,7562
1,8992
1,2742
1,5736
1,2834
1,9594
1,6032
1,4767
1,6487
1,81
1,2555
1,183
1,8412
1,8526
1,5746
1,5281
1,5654
1,4275
1,6606
1,994
1,4825
1,8364
1,1080
1,4685
1,6353
1,64
1,9006
1,9430
1,6418
1,2796
1,6261
1,7807
1,4068
1,4764
1,7400
1,1216
1,7669
1,872
1,4083
1,5848
1,6892
1,2935
1,2720
1,1204
1,8442
1,1642
1,6327
1,6812
1,3034
1,6792
1,8605
1,5280
1,8875
1,7860
1,1492
1,120
1,1826
1,9591
1,1192
1,2850
1,5659
1,2555
1,5415
1,9486
1,9916
1,2689
1,1657
1,252
1,1482
1,6806
1,3429
1,9346
1,8654
1,3733
1,368
1,7426
1,3283
1,2055
1,4291
1,1629
1,8629
1,3360
1,1218
1,2757
1,3582
1,4993
1,4983
1,4705
1,8402
1,9059
1,2591
1,6593
1,9871
1,1321
1,8378
1,3503
1,6714
1,3464
1,6636
1,7702
1,3203
1,464
1,3894
1,4255
1,5972
1,1861
1,3388
1,9514
1,4473
1,9188
1,570
1,5573
1,5012
1,270
1,748
1,7363
1,8033
1,2125
1,7807
1,5256
1,7725
1,4305
1,6563
1,8538
1,5523
1,2008
1,4077
1,2226
1,4937
1,7833
1,601
1,7495
1,7452
1,8522
1,2934
1,910
1,2917
1,337
1,2960
1,2170
1,8687
1,7732
1,9761
1,7054
1,6964
1,9562
1,3169
1,710
1,2045
1,9248
1,7228
1,69
1,2617
1,6333
1,2086
1,7910
1,6642
1,7825
1,7382
1,1206
1,6787
1,8448
1,2787
1,7836
1,6002
1,6296
1,69
1,792
1,6544
1,7579
1,2854
1,6701
1,185
1,5426
1,7110
1,3044
1,4153
1,5263
1,6430
1,6092
1,1928
1,3820
1,5116
1,6292
1,9031
1,1402
1,7199
1,1007
1,4254
1,5072
1,6548
1,3638
1,2842
1,3
1,3009
1,6562
1,9588
1,4426
1,6373
1,3653
1,5338
1,1277
1,9817
1,3885
1,7323
1,7764
1,970
1,3252
1,9146
1,8065
1,3776
1,3064
1,231
1,6204
1,961
1,854
1,528
1,4487
1,2851
1,9287
1,2219
1,9924
1,5447
1,9667
1,6774
1,7230
1,7664
1,9798
1,5127
1,4918
1,8439
1,1379
1,7639
1,7077
1,2483
1,5977
1,8419
1,4617
1,445
1,8243
1,9064
1,546
1,6620
1,6970
1,3562
1,2633
1,7755
1,5442
1,6387
1,4924
1,5709
1,4823
1,2068
1,6281
1,6825
1,6754
1,2878
1,5298
1,5538
1,2625
1,2662
1,5744
-1,5711
-1,9137
-1,3638
-1,5187
-1,6710
-1,7480
-1,3493
-1,3821
-1,2141
-1,1616
-1,6196
-1,3271
-1,1517
-1,896
-1,6189
-1,7291
-1,2156
-1,2681
-1,5151
-1,7404
-1,5971
-1,6185
-1,6562
-1,2568
-1,8882
-1,8635
-1,6299
-1,9980
-1,3454
-1,6854
-1,9910
-1,2291
-1,9700
-1,356
-1,805
-1,3996
-1,4871
-1,7310
-1,8889
-1,7567
-1,2377
-1,7705
-1,6579
-1,7029
-1,3326
-1,1679
-1,6964
-1,1447
-1,5985
-1,6469
-1,779
-1,6710
-1,3925
-1,5168
-1,4583
-1,576
-1,5456
-1,785
-1,3821
-1,5974
-1,5863
-1,5755
-1,8372
-1,8670
-1,4205
-1,4956
-1,5875
-1,1310
-1,1273
-1,7560
-1,6557
-1,1223
-1,9718
-1,3778
-1,6300
-1,3152
-1,3983
-1,8820
-1,4815
-1,4320
-1,6056
-1,6362
-1,2864
-1,7277
-1,9876
-1,8648
-1,4956
-1,5509
-1,1726
-1,7944
-1,5653
-1,5655
-1,5423
-1,2652
-1,393
-1,8399
-1,4321
-1,1949
-1,2533
-1,2038
-1,6797
-1,5940
-1,7153
-1,4132
-1,4677
-1,2632
-1,5062
-1,5639
-1,8539
-1,5584
-1,6789
-1,8992
-1,5102
-1,7959
-1,6599
-1,8521
-1,1185
-1,9419
-1,2498
-1,8338
-1,2973
-1,9865
-1,2027
-1,8381
-1,3606
-1,9926
-1,4546
-1,9640
-1,7744
-1,670
-1,3315
-1,1623
-1,9819
-1,7972
-1,2988
-1,5777
-1,624
-1,1950
-1,9240
-1,174
-1,1695
-1,550
-1,7989
-1,6385
-1,1545
-1,6394
-1,8990
-1,5789
-1,7942
-1,7701
-1,3278
-1,3234
-1,3413
-1,8428
-1,8152
-1,9239
-1,4643
-1,7702
-1,2657
-1,1227
-1,3728
-1,7631
-1,5585
-1,5352
-1,9084
-1,4941
-1,1281
-1,5579
-1,4654
-1,9070
-1,5580
-1,4610
-1,4541
-1,5096
-1,899
-1,605
-1,4280
-1,9991
-1,757
-1,3721
-1,2634
-1,1623
-1,3393
-1,4258
-1,7463
-1,4673
-1,7733
-1,159
-1,1585
-1,4410
-1,2352
-1,7886
-1,60
-1,2683
-1,446
-1,3968
-1,9876
-1,4977
-1,8228
-1,9990
-1,9410
-1,6330
-1,5476
-1,7136
-1,294
-1,1873
-1,8442
-1,8057
-1,233
-1,3519
-1,4911
-1,9530
-1,5804
-1,4246
-1,3617
-1,3132
-1,8395
-1,6950
-1,8256
-1,3354
-1,2639
-1,839
-1,7405
-1,2365
-1,4496
-1,8126
-1,5832
-1,7562
-1,8173
-1,9837
-1,1390
-1,86
-1,4196
-1,4824
-1,6857
-1,5317
-1,2224
-1,2590
-1,4189
-1,406
-1,8133
-1,2729
-1,3685
-1,7116
-1,5046
-1,7448
-1,121
-1,8249
-1,8135
-1,4160
-1,545
-1,930
-1,1067
-1,5953
-1,6636
-1,8892
-1,4594
-1,238
-1,1283
-1,6265
-1,6266
-1,4985
-1,2926
-1,1117
-1,4138
-1,2254
-1,1455
-1,7571
-1,3897
-1,3526
-1,2017
-1,1690
-1,669
-1,4478
-1,6553
-1,6001
-1,8525
-1,1031
-1,203
-1,891
-1,3154
-1,2645
-1,1607
-1,6881
-1,1211
-1,9451
-1,5368
-1,5496
-1,9953
-1,924
-1,1531
-1,9678
-1,937
-1,7149
-1,4241
-1,2472
-1,9645
-1,4555
-1,7701
-1,4325
-1,679
-1,3735
-1,3794
-1,7498
-1,6291
-1,6272
-1,8781
-1,4369
-1,5706
-1,4469
-1,9869
-1,331
-1,4450
-1,3893
-1,9958
-1,1099
-1,6172
-1,9143
-1,1965
-1,5566
-1,4617
-1,6314
-1,3212
-1,4017
-1,6645
-1,7671
-1,9593
-1,6146
-1,6571
-1,3831
-1,3990
-1,3293
-1,2626
-1,5829
-1,5298
-1,5526
-1,8930
-1,7090
-1,7289
-1,8689
-1,5788
-1,7728
-1,2706
-1,2392
-1,5323
-1,7017
-1,6610
-1,1876
-1,4539
-1,7783
-1,6769
-1,6915
-1,1018
-1,3937
-1,9135
-1,5344
-1,2793
-1,2876
-1,1099
-1,4126
-1,8931
-1,1300
-1,1224
-1,4961
-1,7708
-1,8090
-1,2515
-1,5935
-1,1442
-1,643
-1,6437
-1,3861
-1,7936
-1,7242
-1,4898
-1,1786
-1,5992
-1,3827
-1,895
-1,6675
-1,8167
-1,5839
-1,7942
-1,4231
-1,1798
-1,5950
-1,600
-1,7745
-1,1087
-1,7728
-1,4979
-1,1486
-1,6941
-1,2048
-1,3354
-1,8541
-1,4143
-1,7132
-1,1148
-1,7413
-1,1576
-1,7867
-1,4451
-1,4347
-1,4706
-1,9287
-1,3564
-1,1602
-1,7109
-1,2322
-1,8155
-1,6431
-1,970
-1,1705
-1,3734
-1,5811
-1,866
-1,6990
-1,6949
-1,2090
-1,5007
-1,3976
-1,426
-1,4759
-1,749
-1,4912
-1,5281
-1,9209
-1,2255
-1,5468
-1,5536
-1,8958
-1,9091
-1,6951
-1,9327
-1,3762
-1,3897
-1,8822
-1,282
-1,226
-1,1149
-1,6010
-1,1077
-1,6834
-1,2010
-1,8619
-1,2750
-1,3230
-1,5143
-1,2565
-1,6160
-1,2123
-1,9483
-1,1757
-1,7655
-1,8947
-1,7478
-1,8005
-1,6350
-1,138
-1,2901
-1,8808
-1,6879
-1,3957
-1,3857
-1,7630
-1,6575
-1,3092
-1,6597
-1,3109
-1,6209
-1,1554
-1,8567
-1,3925
-1,6465
-1,6037
-1,268
-1,6584
-1,3741
-1,3569
-1,1650
-1,1048
-1,6076
-1,6476
-1,3186
-1,7856
-1,3802
-1,9208
-1,6994
-1,6924
-1,7052
-1,2526
-1,6544
-1,6935
-1,4709
-1,7382
-1,3152
-1,7231
-1,1039
-1,5136
-1,9408
-1,5735
-1,9613
-1,5347
-1,9575
-1,1073
-1,5698
-1,9222
-1,4606
-1,5436
-1,1342
-1,3871
-1,358
-1,5108
-1,9983
-1,8572
-1,7243
-1,938
-1,271
-1,302
-1,130
-1,2924
-1,353
-1,7555
-1,6313
-1,3548
-1,3817
-1,448
-1,1659
-1,1133
-1,4922
-1,8340
-1,4858
-1,3119
-1,2813
-1,925
-1,505
-1,6006
-1,3904
-1,7803
-1,7383
-1,1102
-1,7564
-1,166
-1,5925
-1,6560
-1,7004
-1,5722
-1,5299
-1,75
-1,914
-1,9136
-1,1644
-1,8966
-1,6023
-1,8787
-1,2072
-1,534
-1,6595
-1,3236
-1,992
-1,5702
-1,4796
-1,6765
-1,6899
-1,6305
-1,3361
-1,7795
-1,5767
-1,1126
-1,9451
-1,8404
-1,964
-1,3080
-1,4182
-1,5598
-1,7663
-1,838
-1,2585
-1,6761
-1,1724
-1,4664
-1,129
-1,7636
-1,2502
-1,600
-1,9467
-1,2873
-1,8742
-1,4004
-1,5074
-1,5624
-1,3276
-1,1141
-1,8708
-1,6947
-1,1708
-1,2853
-1,6443
-1,806
-1,194
-1,5924
-1,2152
-1,3662
-1,8448
-1,7148
-1,5195
-1,1435
-1,788
-1,6110
-1,3982
-1,9924
-1,5243
-1,7448
-1,1388
-1,7085
-1,6637
-1,2193
-1,1128
-1,1039
-1,4857
-1,4249
-1,6436
-1,6106
-1,4071
-1,2785
-1,385
-1,9761
-1,312
-1,9276
-1,9038
-1,3031
-1,3328
-1,2362
-1,270
-1,2316
-1,1580
-1,6575
-1,3663
-1,1393
-1,8938
-1,4826
-1,5161
-1,6127
-1,2423
-1,7232
-1,355
-1,2070
-1,6617
-1,5139
-1,1879
-1,6189
-1,7730
-1,7878
-1,374
-1,3971
-1,6112
-1,7898
-1,3982
-1,4666
-1,5760
-1,7836
-1,7811
-1,2766
-1,5429
-1,789
-1,7402
-1,5796
-1,8188
-1,6312
-1,2958
-1,9686
-1,9843
-1,6281
-1,467
-1,6703
-1,4653
-1,2015
-1,162
-1,5802
-1,4801
-1,2999
-1,9109
-1,1429
-1,6886
-1,2772
-1,5492
-1,2325
-1,8240
-1,9890
-1,8947
-1,7685
-1,9411
-1,8297
-1,8111
-1,3424
-1,7139
-1,3325
-1,1084
-1,2006
-1,7770
-1,9349
-1,2489
-1,4754
-1,1266
-1,9495
-1,3289
-1,2862
-1,8750
-1,9501
-1,9881
-1,6645
-1,4741
-1,6406
-1,228
-1,9593
-1,4837
-1,8060
-1,4882
-1,9350
-1,7246
-1,3340
-1,6396
-1,4405
-1,6672
-1,8184
-1,5950
-1,9559
-1,7998
-1,7832
-1,9521
-1,3388
-1,8874
-1,7905
-1,4145
-1,7277
-1,529
-1,2616
-1,7562
-1,8992
-1,2742
-1,5736
-1,2834
-1,9594
-1,6032
-1,4767
-1,6487
-1,81
-1,2555
-1,183
-1,8412
-1,8526
-1,5746
-1,5281
-1,5654
-1,4275
-1,6606
-1,994
-1,4825
-1,8364
-1,1080
-1,4685
-1,6353
-1,64
-1,9006
-1,9430
-1,6418
-1,2796
-1,6261
-1,7807
-1,4068
-1,4764
-1,7400
-1,1216
-1,7669
-1,872
-1,4083
-1,5848
-1,6892
-1,2935
-1,2720
-1,1204
-1,8442
-1,1642
-1,6327
-1,6812
-1,3034
-1,6792
-1,8605
-1,5280
-1,8875
-1,7860
-1,1492
-1,120
-1,1826
-1,9591
-1,1192
-1,2850
-1,5659
-1,2555
-1,5415
-1,9486
-1,9916
-1,2689
-1,1657
-1,252
-1,1482
-1,6806
-1,3429
-1,9346
-1,8654
-1,3733
-1,368
-1,7426
-1,3283
-1,2055
-1,4291
-1,1629
-1,8629
-1,3360
-1,1218
-1,2757
-1,3582
-1,4993
-1,4983
-1,4705
-1,8402
-1,9059
-1,2591
-1,6593
-1,9871
-1,1321
-1,8378
-1,3503
-1,6714
-1,3464
-1,6636
-1,7702
-1,3203
-1,464
-1,3894
-1,4255
-1,5972
-1,1861
-1,3388
-1,9514
-1,4473
-1,9188
-1,570
-1,5573
-1,5012
-1,270
-1,748
-1,7363
-1,8033
-1,2125
-1,7807
-1,5256
-1,7725
-1,4305
-1,6563
-1,8538
-1,5523
-1,2008
-1,4077
-1,2226
-1,4937
-1,7833
-1,601
-1,7495
-1,7452
-1,8522
-1,2934
-1,910
-1,2917
-1,337
-1,2960
-1,2170
-1,8687
-1,7732
-1,9761
-1,7054
-1,6964
-1,9562
-1,3169
-1,710
-1,2045
-1,9248
-1,7228
-1,69
-1,2617
-1,6333
-1,2086
-1,7910
-1,6642
-1,7825
-1,7382
-1,1206
-1,6787
-1,8448
-1,2787
-1,7836
-1,6002
-1,6296
-1,69
-1,792
-1,6544
-1,7579
-1,2854
-1,6701
-1,185
-1,5426
-1,7110
-1,3044
-1,4153
-1,5263
-1,6430
-1,6092
-1,1928
-1,3820
-1,5116
-1,6292
-1,9031
-1,1402
-1,7199
-1,1007
-1,4254
-1,5072
-1,6548
-1,3638
-1,2842
-1,3
-1,3009
-1,6562
-1,9588
-1,4426
-1,6373
-1,3653
-1,5338
-1,1277
-1,9817
-1,3885
-1,7323
-1,7764
-1,970
-1,3252
-1,9146
-1,8065
-1,3776
-1,3064
-1,231
-1,6204
-1,961
-1,854
-1,528
-1,4487
-1,2851
-1,9287
-1,2219
-1,9924
-1,5447
-1,9667
-1,6774
-1,7230
-1,7664
-1,9798
-1,5127
-1,4918
-1,8439
-1,1379
-1,7639
-1,7077
-1,2483
-1,5977
-1,8419
-1,4617
-1,445
-1,8243
-1,9064
-1,546
-1,6620
-1,6970
-1,3562
-1,2633
-1,7755
-1,5442
-1,6387
-1,4924
-1,5709
-1,4823
-1,2068
-1,6281
-1,6825
-1,6754
-1,2878
-1,5298
-1,5538
-1,2625
-1,2662
-1,5744
